,age,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
2416,32,single,tertiary,1731.0,yes,yes,29,may,323,3,-1,0,no
2726,31,married,secondary,1368.0,yes,no,12,aug,129,4,-1,0,no
243,27,married,secondary,-247.0,yes,yes,4,jun,344,2,-1,0,no
1339,40,single,tertiary,226.0,no,no,15,jan,176,2,-1,0,no
3720,51,married,secondary,3180.0,yes,no,9,jul,384,1,-1,0,no
3449,28,single,secondary,304.0,no,no,14,jun,516,1,-1,0,no
3114,28,single,secondary,94.0,yes,no,16,apr,300,1,-1,0,no
1442,73,married,primary,1388.0,no,no,20,jul,146,3,190,3,no
261,32,single,secondary,0.0,no,no,26,aug,181,2,-1,0,no
2285,44,married,secondary,5780.0,yes,no,1,apr,525,2,-1,0,no
1689,28,single,tertiary,3238.0,yes,no,19,may,7,1,-1,0,no
1725,20,single,secondary,1191.0,no,no,12,feb,274,1,-1,0,no
3328,32,single,tertiary,112.0,yes,no,5,may,118,1,-1,0,no
834,50,married,secondary,1772.0,no,no,29,jul,206,4,-1,0,no
1866,86,married,secondary,1503.0,no,no,18,mar,165,3,101,1,no
2010,31,single,tertiary,1494.0,no,no,13,aug,275,12,-1,0,no
340,41,married,tertiary,832.0,yes,yes,21,nov,164,1,176,1,no
1601,32,married,primary,329.0,yes,no,3,feb,321,1,-1,0,no
2856,35,single,tertiary,2486.0,yes,no,25,may,265,1,-1,0,no
4251,33,single,tertiary,201.0,yes,no,19,nov,171,1,183,1,no
480,37,single,unknown,715.0,yes,no,20,may,247,2,-1,0,no
3195,33,married,primary,6904.0,no,no,20,nov,114,2,-1,0,no
4316,49,married,unknown,51.0,yes,no,7,may,984,1,-1,0,no
2781,59,married,secondary,5314.0,yes,no,5,may,200,3,-1,0,no
3270,35,married,secondary,262.0,no,no,2,jul,96,2,109,4,no
1766,45,married,secondary,1415.0,yes,no,24,jul,311,1,-1,0,no
4008,41,divorced,secondary,1588.0,yes,yes,20,jun,10,8,-1,0,no
2369,45,married,secondary,68.0,yes,no,7,may,254,1,-1,0,no
3129,42,divorced,unknown,0.0,no,no,7,jul,64,2,-1,0,no
3290,49,married,primary,1672.0,no,no,17,jul,128,3,-1,0,no
3022,37,married,secondary,342.0,yes,no,12,may,340,2,175,1,no
1271,30,married,secondary,673.0,yes,no,20,may,610,2,-1,0,no
2532,48,divorced,secondary,1266.0,yes,no,3,feb,45,1,-1,0,no
4049,40,married,secondary,9374.0,yes,no,21,nov,7,8,185,1,no
3020,25,single,secondary,64.0,no,no,21,jul,71,11,-1,0,no
347,55,married,primary,2587.0,no,no,4,sep,328,2,94,2,yes
3181,33,married,secondary,331.0,yes,no,14,may,178,7,365,5,no
4186,52,married,tertiary,0.0,no,no,9,aug,145,3,94,4,no
4156,30,single,secondary,638.0,no,no,14,jul,358,6,-1,0,no
1423,51,divorced,secondary,467.0,yes,no,19,may,83,1,-1,0,no
656,58,divorced,primary,2538.0,yes,no,31,jul,307,6,-1,0,no
2102,46,married,tertiary,2262.0,no,no,14,jul,44,14,-1,0,no
632,52,married,secondary,289.0,yes,no,21,may,45,13,-1,0,no
3960,34,married,tertiary,1611.0,yes,no,11,may,490,2,-1,0,no
3011,50,married,secondary,26394.0,no,no,25,aug,206,4,-1,0,no
2720,46,divorced,secondary,-852.0,no,yes,29,aug,728,2,-1,0,no
3917,36,single,secondary,12.0,no,no,12,aug,587,2,-1,0,yes
1465,39,married,secondary,124.0,yes,no,31,jul,81,5,-1,0,no
2545,43,single,secondary,-228.0,yes,yes,16,may,122,2,-1,0,no
115,25,single,secondary,505.0,no,yes,17,nov,386,2,-1,0,yes
1821,51,married,unknown,21244.0,no,yes,4,aug,166,2,-1,0,no
1494,27,single,secondary,-124.0,no,no,18,jul,217,1,-1,0,no
1232,36,single,secondary,1521.0,yes,no,16,jun,243,2,-1,0,no
2364,34,married,secondary,393.0,yes,no,5,may,11,9,-1,0,no
1153,41,divorced,tertiary,369.0,yes,no,22,aug,9,3,-1,0,no
3224,55,married,tertiary,-375.0,no,no,30,jul,814,2,-1,0,yes
57,33,single,tertiary,2155.0,no,no,17,nov,295,1,-1,0,no
3649,41,married,tertiary,771.0,yes,no,26,aug,106,8,-1,0,no
4469,36,divorced,tertiary,0.0,no,no,28,aug,81,4,-1,0,no
1735,35,married,secondary,407.0,yes,no,20,apr,12,6,-1,0,no
2196,54,divorced,tertiary,26306.0,yes,no,11,feb,27,1,84,3,no
4026,32,married,tertiary,3601.0,no,no,22,aug,171,15,-1,0,no
2596,32,married,secondary,4.0,no,no,4,feb,145,2,260,4,no
4328,49,married,secondary,3608.0,yes,no,13,nov,231,1,-1,0,yes
707,55,married,primary,8894.0,no,no,11,jun,262,1,-1,0,no
1093,30,single,tertiary,-218.0,yes,no,27,aug,13,15,-1,0,no
3160,27,married,tertiary,802.0,no,no,22,sep,569,1,-1,0,yes
1376,28,single,tertiary,1466.0,yes,no,25,jul,40,1,-1,0,no
72,31,single,tertiary,6248.0,yes,no,9,may,154,2,-1,0,no
1922,33,single,secondary,-300.0,yes,yes,25,jul,184,1,-1,0,no
3305,40,single,secondary,3.0,no,no,19,nov,998,1,-1,0,yes
1764,29,single,secondary,1992.0,no,no,8,jul,202,1,87,2,no
743,55,married,primary,3334.0,no,no,14,aug,632,4,-1,0,yes
2370,37,single,secondary,-242.0,yes,no,13,aug,1149,6,-1,0,yes
1005,41,married,tertiary,10758.0,yes,no,1,jun,288,1,-1,0,no
1190,54,divorced,tertiary,0.0,no,no,13,may,618,1,-1,0,yes
1125,38,divorced,secondary,2998.0,yes,no,11,jun,91,1,-1,0,no
1241,22,single,unknown,549.0,no,no,2,sep,154,1,-1,0,no
2346,36,married,tertiary,1169.0,yes,no,6,may,168,2,-1,0,no
2829,27,married,secondary,818.0,yes,no,3,jun,188,5,-1,0,no
998,40,married,secondary,-342.0,yes,no,26,may,754,1,-1,0,no
1577,47,married,secondary,104.0,yes,yes,14,jul,77,2,-1,0,no
4334,37,single,secondary,20453.0,yes,no,4,may,115,1,-1,0,no
1826,40,married,secondary,1819.0,no,no,5,jun,398,2,-1,0,no
4136,31,married,tertiary,430.0,yes,no,25,jul,137,16,-1,0,no
4510,36,divorced,secondary,566.0,yes,no,20,may,129,2,-1,0,no
2909,39,married,secondary,406.0,no,no,30,jul,253,5,-1,0,no
440,37,divorced,tertiary,4303.0,yes,no,23,may,168,1,-1,0,no
1100,59,married,tertiary,1831.0,no,no,17,feb,122,1,92,1,no
2823,37,single,secondary,3665.0,no,no,12,aug,664,3,-1,0,yes
649,60,married,primary,252.0,yes,yes,13,apr,123,2,147,3,no
1546,53,married,secondary,0.0,no,no,31,jul,36,4,-1,0,no
4345,34,single,secondary,174.0,no,no,11,may,259,4,-1,0,no
2619,49,married,secondary,823.0,no,no,8,aug,780,4,-1,0,yes
630,30,single,tertiary,2.0,yes,yes,25,jul,1031,8,-1,0,yes
672,32,married,unknown,73.0,yes,no,21,nov,158,1,135,1,no
1249,60,married,primary,493.0,no,no,18,aug,671,4,-1,0,yes
482,40,married,secondary,694.0,yes,no,4,feb,97,4,196,5,no
1584,30,single,tertiary,3516.0,yes,no,29,may,447,4,-1,0,no
4189,30,single,tertiary,699.0,yes,no,11,aug,213,4,-1,0,no
2500,38,single,tertiary,807.0,no,no,27,feb,74,2,-1,0,no
1462,33,married,secondary,2727.0,no,no,6,aug,205,3,-1,0,no
4087,57,married,secondary,2137.0,no,no,8,jul,132,7,-1,0,no
2977,38,married,tertiary,1514.0,no,yes,21,nov,160,3,120,3,no
49,61,married,unknown,4629.0,yes,no,27,jan,181,1,92,1,yes
3651,57,married,tertiary,0.0,no,no,12,aug,116,4,-1,0,no
3062,43,married,tertiary,210.0,no,no,29,jul,646,2,-1,0,no
858,34,single,tertiary,144.0,yes,yes,14,oct,104,1,85,19,no
1072,36,married,secondary,419.0,yes,no,30,may,251,1,-1,0,no
719,39,married,secondary,1045.0,yes,yes,9,jul,290,13,-1,0,no
3600,50,married,secondary,0.0,no,no,7,jul,152,2,-1,0,no
1660,52,married,secondary,108.0,yes,no,15,may,543,12,-1,0,no
1656,32,married,tertiary,71.0,yes,no,21,jul,221,8,-1,0,no
2899,46,married,secondary,123.0,no,no,20,aug,381,3,-1,0,no
3547,36,single,secondary,35.0,yes,no,3,jun,435,3,-1,0,no
4497,31,single,tertiary,38.0,no,no,20,nov,185,2,-1,0,no
2722,53,married,secondary,25.0,no,no,22,aug,528,2,-1,0,yes
4013,39,married,unknown,839.0,no,no,30,may,825,2,-1,0,no
4301,49,married,primary,371.0,yes,no,31,jul,18,44,-1,0,no
4354,31,single,tertiary,1214.0,no,no,3,feb,39,1,-1,0,no
1385,42,married,secondary,3165.0,yes,no,16,jun,298,4,-1,0,no
3722,29,married,secondary,-76.0,yes,no,27,may,305,2,-1,0,no
1399,33,single,tertiary,316.0,no,no,21,aug,126,3,-1,0,no
1195,59,married,tertiary,185.0,no,no,22,jun,177,5,138,1,no
1408,49,divorced,unknown,39.0,yes,no,13,may,27,5,-1,0,no
3894,38,single,tertiary,0.0,yes,no,17,nov,213,2,-1,0,no
1798,38,married,tertiary,45.0,no,no,22,jul,125,4,-1,0,no
1475,57,married,tertiary,1172.0,no,no,18,jun,26,1,-1,0,no
2643,56,divorced,secondary,212.0,no,yes,17,jul,27,1,-1,0,no
35,42,divorced,secondary,1811.0,yes,no,14,may,150,1,-1,0,no
3083,41,married,primary,819.0,no,no,9,feb,244,3,-1,0,no
2345,26,single,secondary,512.0,yes,yes,30,jan,206,5,239,3,no
4478,43,married,tertiary,0.0,yes,no,17,nov,110,1,-1,0,no
2359,36,single,secondary,417.0,yes,no,6,feb,15,10,207,3,no
2206,32,married,tertiary,138.0,no,no,20,aug,94,4,-1,0,no
3288,59,divorced,secondary,2921.0,no,no,3,feb,251,1,-1,0,no
1286,32,single,tertiary,1218.0,yes,no,28,jan,70,2,-1,0,no
349,47,married,tertiary,2303.0,yes,no,6,may,323,2,364,1,no
3560,31,married,secondary,1545.0,yes,yes,13,may,207,1,-1,0,no
2570,57,married,secondary,0.0,no,no,13,may,44,1,-1,0,no
1681,65,married,unknown,300.0,no,no,12,jan,105,1,-1,0,no
1443,39,single,secondary,102.0,yes,no,14,aug,272,2,-1,0,no
2668,36,married,tertiary,428.0,no,no,28,may,121,1,-1,0,no
1671,35,married,primary,624.0,yes,no,7,may,163,1,-1,0,no
2787,53,divorced,secondary,112.0,no,yes,11,aug,246,3,-1,0,no
1179,37,married,tertiary,5106.0,no,no,30,apr,244,1,-1,0,yes
3460,24,married,secondary,110.0,yes,no,23,may,27,1,-1,0,no
3945,42,married,tertiary,157.0,yes,yes,7,may,650,1,-1,0,no
2968,46,married,secondary,4855.0,yes,no,10,aug,1529,1,397,1,no
1916,51,married,tertiary,3921.0,yes,no,5,may,168,1,-1,0,no
1357,29,single,secondary,-194.0,yes,no,7,may,127,1,-1,0,no
1825,60,married,primary,0.0,no,no,23,jul,40,1,-1,0,no
786,51,divorced,tertiary,0.0,no,no,13,aug,60,2,-1,0,no
469,36,single,primary,1313.0,yes,no,20,jun,8,10,-1,0,no
140,32,divorced,tertiary,948.0,no,no,12,aug,204,2,-1,0,no
788,43,married,secondary,764.0,yes,no,14,jul,557,5,-1,0,no
323,38,married,tertiary,1199.0,no,no,4,aug,178,1,1,1,yes
3966,41,divorced,secondary,52.0,no,no,20,aug,261,2,-1,0,no
714,56,single,tertiary,15311.0,no,no,29,apr,157,6,-1,0,no
4032,58,married,secondary,14412.0,no,no,18,nov,297,1,-1,0,no
4356,51,married,secondary,1415.0,yes,no,2,jun,151,3,-1,0,no
3908,36,married,tertiary,167.0,yes,no,28,jan,57,1,-1,0,no
4161,39,single,unknown,0.0,no,no,20,jun,13,11,-1,0,no
4175,27,single,tertiary,-148.0,yes,no,11,sep,146,3,224,1,no
406,41,married,tertiary,744.0,yes,no,14,may,125,1,-1,0,no
2764,42,married,secondary,2157.0,yes,no,13,may,149,1,364,2,no
1004,24,married,secondary,204.0,yes,yes,17,apr,229,3,-1,0,no
890,40,married,primary,1206.0,no,yes,16,jul,201,5,-1,0,no
3533,26,single,secondary,179.0,no,no,30,jul,103,3,-1,0,no
2390,24,single,secondary,366.0,no,yes,16,may,234,2,-1,0,no
3435,48,married,secondary,178.0,yes,no,17,jun,320,4,-1,0,no
3768,47,single,tertiary,0.0,no,no,11,jun,58,3,-1,0,no
3126,52,married,primary,2.0,no,no,9,jun,70,3,-1,0,no
303,35,married,secondary,1287.0,yes,no,14,jul,330,2,-1,0,no
4075,40,married,secondary,257.0,yes,no,16,may,731,4,-1,0,no
3074,34,married,tertiary,475.0,yes,yes,9,jul,1156,1,-1,0,no
664,46,single,secondary,324.0,yes,no,30,may,293,6,-1,0,no
1177,28,single,tertiary,4579.0,no,no,12,jan,409,2,-1,0,yes
1947,47,married,secondary,3188.0,yes,no,3,feb,426,3,-1,0,no
3771,61,married,tertiary,997.0,no,no,10,mar,106,1,-1,0,yes
4139,51,divorced,secondary,1069.0,yes,no,30,may,247,2,-1,0,no
2132,26,married,secondary,0.0,no,no,27,may,755,1,-1,0,no
3682,43,divorced,tertiary,497.0,no,no,13,may,66,1,363,22,no
961,41,married,secondary,552.0,yes,no,12,may,463,1,-1,0,no
2009,28,married,primary,702.0,yes,no,26,jun,318,2,-1,0,no
2149,32,single,tertiary,1059.0,yes,no,17,apr,115,1,-1,0,no
2732,45,married,primary,-322.0,no,no,9,jun,225,2,-1,0,no
2338,29,married,secondary,596.0,no,no,30,jan,510,2,-1,0,no
3186,41,married,tertiary,4824.0,no,yes,18,jul,168,7,-1,0,no
304,56,married,unknown,353.0,no,yes,25,jul,171,2,-1,0,no
1440,56,divorced,primary,1238.0,no,no,5,jun,1558,1,-1,0,yes
1496,44,single,secondary,3945.0,no,no,28,jan,255,1,-1,0,no
916,36,married,secondary,13.0,no,no,3,jun,284,1,-1,0,no
4150,33,married,tertiary,8023.0,no,no,25,feb,196,1,87,4,no
3247,50,divorced,primary,1545.0,yes,no,20,nov,25,1,-1,0,no
1624,58,married,secondary,116.0,no,no,16,jun,580,3,-1,0,no
4128,34,divorced,secondary,1268.0,yes,no,15,may,259,3,-1,0,no
821,31,single,tertiary,112.0,yes,no,2,feb,159,2,271,1,no
2715,32,single,tertiary,2629.0,no,no,28,aug,77,4,-1,0,no
1354,58,married,primary,781.0,yes,no,15,may,74,2,-1,0,no
4042,30,single,tertiary,1185.0,yes,no,30,apr,284,1,339,1,no
850,33,married,tertiary,148.0,no,no,20,may,717,1,-1,0,no
1000,34,married,secondary,209.0,yes,yes,8,apr,375,2,-1,0,no
18,25,single,primary,-221.0,yes,no,23,may,250,1,-1,0,no
1637,43,married,primary,1211.0,yes,no,6,may,208,3,-1,0,no
1667,33,married,secondary,-346.0,yes,yes,23,may,29,3,-1,0,no
493,46,married,secondary,22.0,no,no,26,aug,388,6,-1,0,yes
3386,32,married,secondary,517.0,yes,no,5,may,528,1,-1,0,no
4178,48,married,secondary,865.0,yes,no,13,may,78,2,-1,0,no
687,35,married,primary,-12.0,yes,no,12,may,212,5,-1,0,no
3061,55,married,secondary,168.0,no,no,19,aug,79,2,-1,0,no
1608,35,married,primary,11.0,yes,no,13,may,326,4,-1,0,no
4125,30,married,secondary,-393.0,yes,yes,16,jul,435,1,-1,0,yes
2794,44,married,secondary,1910.0,yes,no,5,jun,41,1,-1,0,no
1009,53,married,tertiary,4.0,no,no,20,jun,19,6,-1,0,no
2408,46,married,secondary,0.0,yes,no,8,may,264,2,-1,0,no
1092,47,married,secondary,599.0,yes,no,13,aug,99,3,-1,0,no
1327,33,divorced,primary,142.0,yes,no,11,may,41,2,300,5,no
1677,33,married,tertiary,263.0,no,no,4,may,119,2,-1,0,no
1999,36,married,secondary,-73.0,yes,yes,18,may,15,8,-1,0,no
1310,37,married,unknown,0.0,no,no,18,jun,115,1,-1,0,no
1987,35,single,secondary,1063.0,yes,yes,16,apr,327,1,-1,0,no
3001,43,married,secondary,-26.0,yes,no,16,may,343,1,-1,0,no
344,37,single,unknown,504.0,yes,no,16,apr,555,1,-1,0,no
3383,37,married,secondary,103.0,yes,no,12,may,153,1,-1,0,no
986,56,divorced,tertiary,1016.0,yes,no,9,jun,184,5,-1,0,no
3158,58,married,secondary,1142.0,no,no,4,feb,82,3,-1,0,no
3699,50,married,secondary,253.0,yes,yes,5,may,475,2,-1,0,no
3277,44,married,secondary,576.0,yes,no,8,may,128,3,-1,0,no
2542,30,single,secondary,105.0,yes,no,21,nov,75,1,-1,0,no
1142,60,divorced,tertiary,366.0,no,no,3,jun,593,1,-1,0,yes
2358,51,married,primary,0.0,yes,no,10,jul,324,1,-1,0,no
1198,53,divorced,secondary,320.0,no,no,9,jul,175,1,-1,0,no
85,51,married,primary,1466.0,yes,no,7,may,406,2,-1,0,no
1518,32,married,secondary,286.0,no,no,20,apr,60,1,343,4,no
3442,48,married,primary,5462.0,no,no,6,jun,29,4,-1,0,no
1381,59,married,secondary,204.0,no,no,23,jul,286,2,-1,0,no
2536,56,divorced,primary,29.0,no,no,29,jan,52,2,227,1,no
1014,36,married,secondary,470.0,yes,no,31,jul,101,4,-1,0,no
128,32,single,secondary,228.0,no,no,5,feb,176,1,288,3,no
1364,34,married,tertiary,1906.0,yes,no,14,jul,68,3,-1,0,no
2979,56,married,secondary,359.0,yes,no,6,jun,220,4,-1,0,no
2569,53,married,secondary,4541.0,yes,no,15,may,190,6,-1,0,no
891,28,single,tertiary,882.0,no,yes,29,jan,94,1,205,2,no
3523,31,married,secondary,0.0,yes,yes,28,jan,71,1,223,9,no
1359,35,married,primary,0.0,yes,no,14,jul,340,3,-1,0,no
307,38,married,primary,1147.0,yes,yes,8,may,249,5,-1,0,no
1661,45,single,secondary,-11.0,yes,no,5,may,247,1,-1,0,no
2431,42,married,secondary,1289.0,no,no,15,jul,250,4,415,2,yes
3225,25,married,secondary,157.0,yes,no,28,jul,33,31,-1,0,no
1317,27,single,secondary,49.0,yes,no,30,jan,208,2,-1,0,no
3680,43,divorced,secondary,4094.0,yes,no,21,nov,63,1,-1,0,no
2474,32,married,tertiary,1667.0,yes,no,18,nov,164,2,179,3,no
3598,43,married,secondary,3215.0,yes,no,21,jul,228,3,-1,0,no
1208,28,married,tertiary,3694.0,no,yes,8,jul,70,2,-1,0,no
4035,47,married,secondary,2246.0,yes,no,10,jul,330,1,-1,0,no
3658,26,single,secondary,1347.0,no,no,18,jun,280,6,92,5,yes
2518,30,single,secondary,175.0,no,no,25,aug,167,4,-1,0,no
1239,28,single,secondary,4229.0,yes,yes,5,may,205,2,-1,0,no
2289,21,single,secondary,681.0,no,no,20,aug,6,1,-1,0,no
275,34,married,secondary,4.0,yes,no,15,may,644,1,-1,0,no
489,33,married,tertiary,641.0,yes,no,13,aug,347,2,-1,0,no
3954,29,single,secondary,-287.0,yes,no,18,may,196,1,-1,0,no
1229,27,single,primary,-79.0,yes,no,30,may,385,5,-1,0,no
1008,36,married,tertiary,605.0,yes,no,26,may,204,1,-1,0,no
3410,36,married,tertiary,9324.0,yes,no,30,mar,138,8,-1,0,no
4085,35,married,tertiary,0.0,yes,no,21,jul,295,3,-1,0,no
3469,48,married,primary,750.0,yes,no,18,may,90,6,-1,0,no
1058,32,married,tertiary,1390.0,no,no,7,aug,116,2,-1,0,no
2166,47,married,secondary,826.0,yes,no,18,nov,195,3,112,8,no
281,32,married,secondary,1148.0,yes,no,20,apr,121,1,-1,0,no
2934,41,married,unknown,88.0,yes,no,11,may,105,1,336,2,no
1316,30,married,tertiary,3134.0,yes,no,17,jul,124,1,-1,0,no
968,33,single,tertiary,1909.0,no,no,8,aug,191,2,-1,0,no
2803,37,married,secondary,1.0,no,no,15,may,395,2,-1,0,no
3213,49,married,secondary,13229.0,no,yes,8,jul,77,2,-1,0,no
2602,25,married,primary,-589.0,yes,no,3,jun,233,1,-1,0,no
3762,58,married,secondary,7495.0,yes,no,13,may,325,1,-1,0,no
619,35,married,tertiary,7050.0,no,no,11,aug,222,3,182,4,yes
2659,59,married,secondary,92.0,yes,no,12,may,139,2,350,1,no
1742,55,married,primary,150.0,no,no,8,jul,124,1,-1,0,no
1390,37,married,unknown,603.0,yes,no,23,may,773,2,-1,0,no
3318,69,married,secondary,745.0,no,no,9,sep,595,1,-1,0,no
1847,33,single,secondary,291.0,no,no,25,aug,72,6,-1,0,no
1579,37,married,tertiary,539.0,no,no,18,jan,540,2,115,3,no
1655,32,single,secondary,493.0,no,no,13,aug,289,2,-1,0,no
2352,39,married,secondary,179.0,no,no,6,sep,36,1,-1,0,no
2212,34,married,tertiary,3301.0,yes,no,17,jun,485,2,227,4,yes
2020,33,married,secondary,285.0,no,yes,3,jul,267,1,-1,0,no
1956,77,married,primary,680.0,no,no,24,feb,513,2,89,7,no
1307,41,married,secondary,1459.0,no,no,5,jun,82,1,-1,0,no
2003,46,married,secondary,-121.0,yes,yes,8,jul,214,4,-1,0,no
575,58,married,unknown,937.0,no,no,5,aug,155,1,-1,0,no
3351,49,married,secondary,0.0,yes,yes,29,jul,71,7,-1,0,no
1706,32,single,secondary,118.0,yes,no,17,jul,1275,1,-1,0,yes
3211,37,married,secondary,2707.0,yes,no,16,jul,109,1,-1,0,no
3437,26,single,secondary,209.0,yes,no,22,jul,319,2,-1,0,no
3706,31,married,primary,355.0,yes,yes,4,jun,61,6,-1,0,no
861,48,married,tertiary,866.0,no,no,29,jan,146,2,-1,0,no
1801,49,married,secondary,579.0,yes,no,28,may,396,1,-1,0,no
1628,38,married,secondary,821.0,yes,yes,17,nov,224,2,180,1,no
1993,40,married,unknown,419.0,yes,no,10,jul,347,1,-1,0,no
269,56,divorced,secondary,1007.0,no,no,29,jul,88,6,-1,0,no
629,59,married,tertiary,2764.0,no,no,24,dec,237,1,206,2,no
2334,33,married,secondary,3132.0,yes,no,23,may,350,5,-1,0,no
300,70,divorced,primary,4531.0,no,no,18,may,445,1,-1,0,no
459,43,divorced,tertiary,36.0,no,no,26,may,118,1,102,2,no
1447,45,married,secondary,638.0,yes,no,20,aug,75,9,-1,0,no
1472,48,married,secondary,116.0,yes,no,20,apr,70,4,-1,0,no
2046,21,single,secondary,1903.0,yes,no,29,may,107,2,-1,0,no
4159,53,married,secondary,94.0,no,no,10,aug,493,1,181,14,yes
3162,48,married,secondary,191.0,yes,no,5,feb,238,3,-1,0,no
2113,31,married,secondary,2304.0,yes,no,20,nov,257,2,-1,0,no
3693,38,married,tertiary,846.0,no,no,2,jun,253,1,-1,0,no
3148,36,single,secondary,1927.0,yes,no,18,nov,288,1,137,1,no
837,39,single,secondary,7066.0,yes,no,15,may,667,3,357,3,yes
3138,36,married,tertiary,23.0,no,no,26,aug,133,11,-1,0,no
2008,39,married,secondary,-183.0,yes,no,14,may,202,2,-1,0,no
4438,52,divorced,secondary,98.0,no,yes,19,jun,148,1,-1,0,no
503,19,single,primary,103.0,no,no,10,jul,104,2,-1,0,yes
2634,39,single,primary,109.0,yes,no,6,may,699,3,-1,0,no
4465,38,single,tertiary,623.0,no,no,28,jun,297,4,144,4,yes
380,39,married,secondary,0.0,yes,no,30,apr,53,1,325,1,no
3507,36,married,secondary,,yes,no,9,may,400,2,-1,0,no
1525,35,single,unknown,871.0,yes,no,6,jun,216,3,-1,0,no
3525,31,single,secondary,68.0,yes,no,16,apr,570,2,-1,0,no
2655,42,married,secondary,4945.0,yes,no,2,mar,311,2,-1,0,yes
2340,27,married,secondary,132.0,no,no,13,oct,123,2,-1,0,no
374,42,married,secondary,-396.0,yes,no,11,may,80,1,308,4,no
2680,52,single,primary,0.0,no,no,19,may,182,11,-1,0,no
2381,30,married,secondary,1210.0,no,no,9,jul,100,4,-1,0,no
3687,29,single,secondary,770.0,yes,no,17,apr,341,1,-1,0,no
939,31,married,tertiary,8312.0,no,no,29,aug,43,13,-1,0,no
4411,49,married,primary,230.0,yes,no,8,may,96,1,-1,0,no
3690,80,married,primary,0.0,no,no,23,feb,639,1,189,1,yes
2147,31,single,secondary,1970.0,no,no,17,apr,284,3,-1,0,no
3131,51,married,secondary,260.0,no,no,27,aug,316,5,-1,0,no
2068,47,married,secondary,1167.0,yes,no,30,apr,968,1,87,5,yes
529,40,married,tertiary,1584.0,yes,no,21,nov,661,1,-1,0,no
4407,45,divorced,secondary,59.0,yes,no,24,jul,873,8,-1,0,yes
636,41,divorced,primary,2195.0,yes,no,3,jun,211,5,-1,0,no
1269,27,single,secondary,158.0,no,no,1,jul,650,2,-1,0,yes
185,34,married,tertiary,1972.0,yes,no,23,jul,61,2,-1,0,no
3132,53,married,tertiary,451.0,yes,no,2,feb,125,1,249,2,no
2614,32,single,tertiary,705.0,yes,no,20,apr,20,4,-1,0,no
4202,37,divorced,secondary,33.0,yes,no,20,nov,106,2,167,1,no
1797,31,single,secondary,125.0,no,no,22,aug,78,2,-1,0,no
1441,49,married,unknown,301.0,no,no,14,aug,789,2,-1,0,no
2815,37,single,secondary,267.0,no,no,13,may,121,1,-1,0,no
1535,37,married,secondary,4760.0,yes,no,8,may,182,2,169,2,no
1273,33,divorced,secondary,411.0,yes,no,8,may,216,1,-1,0,no
3366,52,married,primary,247.0,no,no,29,jul,268,6,-1,0,no
607,36,divorced,tertiary,119.0,no,no,23,jul,127,8,-1,0,no
1712,29,single,secondary,309.0,yes,no,11,may,471,3,-1,0,no
2199,35,divorced,secondary,148.0,no,yes,8,jul,199,1,-1,0,no
955,39,single,tertiary,816.0,yes,no,27,aug,37,3,-1,0,no
2579,46,married,tertiary,477.0,yes,no,20,may,128,6,-1,0,no
3193,76,divorced,primary,86.0,no,no,12,aug,192,1,-1,0,no
2776,37,married,primary,22856.0,no,no,2,jul,154,1,388,1,no
403,48,married,primary,-285.0,no,yes,19,nov,157,1,-1,0,no
2071,37,married,secondary,4760.0,yes,no,20,nov,187,2,-1,0,no
4304,55,married,primary,298.0,yes,no,8,may,144,3,-1,0,no
1977,55,divorced,tertiary,-612.0,no,no,26,aug,131,2,-1,0,no
158,27,single,secondary,50.0,no,no,29,jan,168,1,-1,0,no
1748,49,married,secondary,197.0,yes,no,13,apr,223,1,182,2,yes
2907,44,married,tertiary,1707.0,no,no,8,aug,406,3,-1,0,no
902,58,single,secondary,409.0,no,yes,14,jul,643,2,-1,0,no
352,39,married,tertiary,278.0,no,yes,28,jul,60,3,-1,0,no
1230,75,divorced,secondary,1341.0,no,no,18,dec,415,7,-1,0,yes
4229,62,divorced,tertiary,6.0,yes,no,13,oct,216,1,183,4,yes
2140,47,single,tertiary,3727.0,no,no,12,jun,993,6,-1,0,yes
444,62,married,secondary,816.0,no,no,1,sep,28,2,-1,0,no
4472,29,married,primary,200.0,yes,no,30,may,322,2,-1,0,no
754,35,married,secondary,1949.0,yes,no,2,jun,200,3,-1,0,no
1737,59,married,secondary,345.0,no,no,9,jun,38,1,-1,0,no
4502,42,married,secondary,-91.0,yes,yes,5,feb,43,1,-1,0,no
311,55,married,unknown,559.0,no,no,28,jan,271,2,-1,0,no
548,39,single,tertiary,12437.0,no,no,18,nov,40,1,-1,0,no
3320,48,single,secondary,290.0,yes,no,21,jul,257,2,-1,0,no
3624,50,married,tertiary,202.0,yes,no,15,apr,107,1,148,4,no
306,49,married,secondary,687.0,yes,no,17,apr,772,1,-1,0,yes
